,video_name,tag
711,D:\Dataset\Exercises dataset\train/Squat/000071.mp4,Squat
712,D:\Dataset\Exercises dataset\train/Squat/000072.mp4,Squat
713,D:\Dataset\Exercises dataset\train/Squat/000073.mp4,Squat
714,D:\Dataset\Exercises dataset\train/Squat/000074.mp4,Squat
715,D:\Dataset\Exercises dataset\train/Squat/000075.mp4,Squat
716,D:\Dataset\Exercises dataset\train/Squat/000076.mp4,Squat
717,D:\Dataset\Exercises dataset\train/Squat/000077.mp4,Squat
718,D:\Dataset\Exercises dataset\train/Squat/000078.mp4,Squat
719,D:\Dataset\Exercises dataset\train/Squat/000079.mp4,Squat
720,D:\Dataset\Exercises dataset\train/Superman/000000.mp4,Superman
721,D:\Dataset\Exercises dataset\train/Superman/000001.mp4,Superman
722,D:\Dataset\Exercises dataset\train/Superman/000002.mp4,Superman
723,D:\Dataset\Exercises dataset\train/Superman/000003.mp4,Superman
724,D:\Dataset\Exercises dataset\train/Superman/000004.mp4,Superman
725,D:\Dataset\Exercises dataset\train/Superman/000005.mp4,Superman
726,D:\Dataset\Exercises dataset\train/Superman/000006.mp4,Superman
727,D:\Dataset\Exercises dataset\train/Superman/000007.mp4,Superman
728,D:\Dataset\Exercises dataset\train/Superman/000008.mp4,Superman
729,D:\Dataset\Exercises dataset\train/Superman/000009.mp4,Superman
730,D:\Dataset\Exercises dataset\train/Superman/000010.mp4,Superman
731,D:\Dataset\Exercises dataset\train/Superman/000011.mp4,Superman
732,D:\Dataset\Exercises dataset\train/Superman/000012.mp4,Superman
733,D:\Dataset\Exercises dataset\train/Superman/000013.mp4,Superman
734,D:\Dataset\Exercises dataset\train/Superman/000014.mp4,Superman
735,D:\Dataset\Exercises dataset\train/Superman/000015.mp4,Superman
736,D:\Dataset\Exercises dataset\train/Superman/000016.mp4,Superman
737,D:\Dataset\Exercises dataset\train/Superman/000017.mp4,Superman
738,D:\Dataset\Exercises dataset\train/Superman/000018.mp4,Superman
739,D:\Dataset\Exercises dataset\train/Superman/000019.mp4,Superman
740,D:\Dataset\Exercises dataset\train/Superman/000020.mp4,Superman
741,D:\Dataset\Exercises dataset\train/Superman/000021.mp4,Superman
742,D:\Dataset\Exercises dataset\train/Superman/000022.mp4,Superman
743,D:\Dataset\Exercises dataset\train/Superman/000023.mp4,Superman
744,D:\Dataset\Exercises dataset\train/Superman/000024.mp4,Superman
745,D:\Dataset\Exercises dataset\train/Superman/000025.mp4,Superman
746,D:\Dataset\Exercises dataset\train/Superman/000026.mp4,Superman
747,D:\Dataset\Exercises dataset\train/Superman/000027.mp4,Superman
748,D:\Dataset\Exercises dataset\train/Superman/000028.mp4,Superman
749,D:\Dataset\Exercises dataset\train/Superman/000029.mp4,Superman
750,D:\Dataset\Exercises dataset\train/Superman/000030.mp4,Superman
751,D:\Dataset\Exercises dataset\train/Superman/000031.mp4,Superman
752,D:\Dataset\Exercises dataset\train/Superman/000032.mp4,Superman
753,D:\Dataset\Exercises dataset\train/Superman/000033.mp4,Superman
754,D:\Dataset\Exercises dataset\train/Superman/000034.mp4,Superman
755,D:\Dataset\Exercises dataset\train/Superman/000035.mp4,Superman
756,D:\Dataset\Exercises dataset\train/Superman/000036.mp4,Superman
757,D:\Dataset\Exercises dataset\train/Superman/000037.mp4,Superman
758,D:\Dataset\Exercises dataset\train/Superman/000038.mp4,Superman
759,D:\Dataset\Exercises dataset\train/Superman/000039.mp4,Superman
760,D:\Dataset\Exercises dataset\train/Superman/000040.mp4,Superman
761,D:\Dataset\Exercises dataset\train/Superman/000041.mp4,Superman
762,D:\Dataset\Exercises dataset\train/Superman/000042.mp4,Superman
763,D:\Dataset\Exercises dataset\train/Superman/000043.mp4,Superman
764,D:\Dataset\Exercises dataset\train/Superman/000044.mp4,Superman
765,D:\Dataset\Exercises dataset\train/Superman/000045.mp4,Superman
766,D:\Dataset\Exercises dataset\train/Superman/000046.mp4,Superman
767,D:\Dataset\Exercises dataset\train/Superman/000047.mp4,Superman
768,D:\Dataset\Exercises dataset\train/Superman/000048.mp4,Superman
769,D:\Dataset\Exercises dataset\train/Superman/000049.mp4,Superman
770,D:\Dataset\Exercises dataset\train/Superman/000050.mp4,Superman
771,D:\Dataset\Exercises dataset\train/Superman/000051.mp4,Superman
772,D:\Dataset\Exercises dataset\train/Superman/000052.mp4,Superman
773,D:\Dataset\Exercises dataset\train/Superman/000053.mp4,Superman
774,D:\Dataset\Exercises dataset\train/Superman/000054.mp4,Superman
775,D:\Dataset\Exercises dataset\train/Superman/000055.mp4,Superman
776,D:\Dataset\Exercises dataset\train/Superman/000056.mp4,Superman
777,D:\Dataset\Exercises dataset\train/Superman/000057.mp4,Superman
778,D:\Dataset\Exercises dataset\train/Superman/000058.mp4,Superman
779,D:\Dataset\Exercises dataset\train/Superman/000059.mp4,Superman
780,D:\Dataset\Exercises dataset\train/Superman/000060.mp4,Superman
781,D:\Dataset\Exercises dataset\train/Superman/000061.mp4,Superman
782,D:\Dataset\Exercises dataset\train/Superman/000062.mp4,Superman
783,D:\Dataset\Exercises dataset\train/Superman/000063.mp4,Superman
784,D:\Dataset\Exercises dataset\train/Superman/000064.mp4,Superman
785,D:\Dataset\Exercises dataset\train/Superman/000065.mp4,Superman
786,D:\Dataset\Exercises dataset\train/Superman/000066.mp4,Superman
787,D:\Dataset\Exercises dataset\train/Superman/000067.mp4,Superman
788,D:\Dataset\Exercises dataset\train/Superman/000068.mp4,Superman
789,D:\Dataset\Exercises dataset\train/Superman/000069.mp4,Superman
790,D:\Dataset\Exercises dataset\train/Superman/000070.mp4,Superman
791,D:\Dataset\Exercises dataset\train/Superman/000071.mp4,Superman
792,D:\Dataset\Exercises dataset\train/Superman/000072.mp4,Superman
793,D:\Dataset\Exercises dataset\train/Superman/000073.mp4,Superman
794,D:\Dataset\Exercises dataset\train/Superman/000074.mp4,Superman
795,D:\Dataset\Exercises dataset\train/Superman/000075.mp4,Superman
796,D:\Dataset\Exercises dataset\train/Superman/000076.mp4,Superman
797,D:\Dataset\Exercises dataset\train/Superman/000077.mp4,Superman
798,D:\Dataset\Exercises dataset\train/Superman/000078.mp4,Superman
799,D:\Dataset\Exercises dataset\train/Superman/000079.mp4,Superman
